id,market_and_exchange_names,report_date_as_yyyy_mm_dd,yyyy_report_week_ww,contract_market_name,cftc_contract_market_code,cftc_market_code,cftc_region_code,cftc_commodity_code,commodity_name,open_interest_all,prod_merc_positions_long,prod_merc_positions_short,swap_positions_long_all,swap__positions_short_all,swap__positions_spread_all,m_money_positions_long_all,m_money_positions_short_all,m_money_positions_spread,other_rept_positions_long,other_rept_positions_short,other_rept_positions_spread,tot_rept_positions_long_all,tot_rept_positions_short,nonrept_positions_long_all,nonrept_positions_short_all,open_interest_old,prod_merc_positions_long_1,prod_merc_positions_short_1,swap_positions_long_old,swap__positions_short_old,swap__positions_spread_old,m_money_positions_long_old,m_money_positions_short_old,m_money_positions_spread_1,other_rept_positions_long_1,other_rept_positions_short_1,other_rept_positions_spread_1,tot_rept_positions_long_old,tot_rept_positions_short_1,nonrept_positions_long_old,nonrept_positions_short_old,open_interest_other,prod_merc_positions_long_2,prod_merc_positions_short_2,swap_positions_long_other,swap__positions_short_other,swap__positions_spread_other,m_money_positions_long_other,m_money_positions_short_other,m_money_positions_spread_2,other_rept_positions_long_2,other_rept_positions_short_2,other_rept_positions_spread_2,tot_rept_positions_long_other,tot_rept_positions_short_2,nonrept_positions_long_other,nonrept_positions_short_other,change_in_open_interest_all,change_in_prod_merc_long,change_in_prod_merc_short,change_in_swap_long_all,change_in_swap_short_all,change_in_swap_spread_all,change_in_m_money_long_all,change_in_m_money_short_all,change_in_m_money_spread,change_in_other_rept_long,change_in_other_rept_short,change_in_other_rept_spread,change_in_tot_rept_long_all,change_in_tot_rept_short,change_in_nonrept_long_all,change_in_nonrept_short_all,pct_of_open_interest_all,pct_of_oi_prod_merc_long,pct_of_oi_prod_merc_short,pct_of_oi_swap_long_all,pct_of_oi_swap_short_all,pct_of_oi_swap_spread_all,pct_of_oi_m_money_long_all,pct_of_oi_m_money_short_all,pct_of_oi_m_money_spread,pct_of_oi_other_rept_long,pct_of_oi_other_rept_short,pct_of_oi_other_rept_spread,pct_of_oi_tot_rept_long_all,pct_of_oi_tot_rept_short,pct_of_oi_nonrept_long_all,pct_of_oi_nonrept_short_all,pct_of_open_interest_old,pct_of_oi_prod_merc_long_1,pct_of_oi_prod_merc_short_1,pct_of_oi_swap_long_old,pct_of_oi_swap_short_old,pct_of_oi_swap_spread_old,pct_of_oi_m_money_long_old,pct_of_oi_m_money_short_old,pct_of_oi_m_money_spread_1,pct_of_oi_other_rept_long_1,pct_of_oi_other_rept_short_1,pct_of_oi_other_rept_spread_1,pct_of_oi_tot_rept_long_old,pct_of_oi_tot_rept_short_1,pct_of_oi_nonrept_long_old,pct_of_oi_nonrept_short_old,pct_of_open_interest_other,pct_of_oi_prod_merc_long_2,pct_of_oi_prod_merc_short_2,pct_of_oi_swap_long_other,pct_of_oi_swap_short_other,pct_of_oi_swap_spread_other,pct_of_oi_m_money_long_other,pct_of_oi_m_money_short_other,pct_of_oi_m_money_spread_2,pct_of_oi_other_rept_long_2,pct_of_oi_other_rept_short_2,pct_of_oi_other_rept_spread_2,pct_of_oi_tot_rept_long_other,pct_of_oi_tot_rept_short_2,pct_of_oi_nonrept_long_other,pct_of_oi_nonrept_short_other,traders_tot_all,traders_prod_merc_short_all,traders_swap_short_all,traders_swap_spread_all,traders_other_rept_long_all,traders_other_rept_short,traders_other_rept_spread,traders_tot_rept_long_all,traders_tot_rept_short_all,traders_tot_old,traders_prod_merc_short_old,traders_swap_short_old,traders_swap_spread_old,traders_other_rept_long_old,traders_other_rept_short_1,traders_other_rept_spread_1,traders_tot_rept_long_old,traders_tot_rept_short_old,traders_tot_other,traders_prod_merc_long_other,traders_prod_merc_short_other,traders_swap_long_other,traders_swap_short_other,traders_swap_spread_other,traders_m_money_long_other,traders_m_money_short_other,traders_m_money_spread_other,traders_other_rept_long_other,traders_other_rept_short_2,traders_other_rept_spread_2,traders_tot_rept_long_other,traders_tot_rept_short_other,conc_gross_le_4_tdr_long,conc_gross_le_4_tdr_short,conc_gross_le_8_tdr_long,conc_gross_le_8_tdr_short,conc_net_le_4_tdr_long_all,conc_net_le_4_tdr_short_all,conc_net_le_8_tdr_long_all,conc_net_le_8_tdr_short_all,conc_gross_le_4_tdr_long_1,conc_gross_le_4_tdr_short_1,conc_gross_le_8_tdr_long_1,conc_gross_le_8_tdr_short_1,conc_net_le_4_tdr_long_old,conc_net_le_4_tdr_short_old,conc_net_le_8_tdr_long_old,conc_net_le_8_tdr_short_old,conc_gross_le_4_tdr_long_2,conc_gross_le_4_tdr_short_2,conc_gross_le_8_tdr_long_2,conc_gross_le_8_tdr_short_2,conc_net_le_4_tdr_long_other,conc_net_le_4_tdr_short_other,conc_net_le_8_tdr_long_other,conc_net_le_8_tdr_short_other,contract_units,cftc_subgroup_code,commodity,commodity_subgroup_name,commodity_group_name,futonly_or_combined,traders_prod_merc_long_all,traders_swap_long_all,traders_m_money_long_all,traders_m_money_short_all,traders_m_money_spread_all,traders_prod_merc_long_old,traders_swap_long_old,traders_m_money_long_old,traders_m_money_short_old,traders_m_money_spread_old
240123088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2024-01-23T00:00:00.000,2024 Report Week 04,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,39256,0,0,0,0,0,1499,0,480,14834,18001,8393,25206,26874,14050,12382,39256,0,0,0,0,0,1499,0,480,14834,18001,8393,25206,26874,14050,12382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0,0,856,0,-620,52,-284,2037,2325,1133,-1605,-413,100.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,1.2,37.8,45.9,21.4,64.2,68.5,35.8,31.5,100.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,1.2,37.8,45.9,21.4,64.2,68.5,35.8,31.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,0,0,10,9,7,13,16,21,0,0,0,10,9,7,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7,53.0,54.4,62.4,26.8,42.5,38.4,45.3,35.7,53.0,54.4,62.4,26.8,42.5,38.4,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,0,0,,0,,0,0,,0,
240116088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2024-01-16T00:00:00.000,2024 Report Week 03,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,38536,0,0,0,0,0,643,0,1100,14782,18285,6356,22881,25741,15655,12795,38536,0,0,0,0,0,643,0,1100,14782,18285,6356,22881,25741,15655,12795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2165,0,0,0,0,0,-816,-228,-324,-498,-436,2812,1174,1824,991,341,100.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,2.9,38.4,47.4,16.5,59.4,66.8,40.6,33.2,100.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,2.9,38.4,47.4,16.5,59.4,66.8,40.6,33.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,0,9,9,7,13,15,20,0,0,0,9,9,7,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7,50.8,52.6,61.6,26.8,43.0,37.2,46.9,37.7,50.8,52.6,61.6,26.8,43.0,37.2,46.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,0,0,,0,,0,0,,0,
240116088691F,GOLD - COMMODITY EXCHANGE INC.,2024-01-16T00:00:00.000,2024 Report Week 03,GOLD,088691,CMX ,NYC,088 ,GOLD,489334,12864,53418,75791,242657,20632,130931,47702,41913,131429,34765,26134,439694,467221,49640,22113,489334,12864,53418,75791,242657,20632,130931,47702,41913,131429,34765,26134,439694,467221,49640,22113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-515,915,-3532,-2422,-8256,4305,-3402,1828,6045,-5903,-2412,881,419,-1141,-934,626,100.0,2.6,10.9,15.5,49.6,4.2,26.8,9.7,8.6,26.9,7.1,5.3,89.9,95.5,10.1,4.5,100.0,2.6,10.9,15.5,49.6,4.2,26.8,9.7,8.6,26.9,7.1,5.3,89.9,95.5,10.1,4.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308,14,22,28,88,33,39,258,180,308,14,22,28,88,33,39,258,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,32.6,22.9,48.8,14.1,31.5,22.4,46.0,14.3,32.6,22.9,48.8,14.1,31.5,22.4,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,10,25,81,36,57,10,25,81,36,57
240109088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2024-01-09T00:00:00.000,2024 Report Week 02,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,36371,0,0,0,0,0,1459,228,1424,15280,18721,3544,21707,23917,14664,12454,36371,0,0,0,0,0,1459,228,1424,15280,18721,3544,21707,23917,14664,12454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,4.0,0.6,3.9,42.0,51.5,9.7,59.7,65.8,40.3,34.2,100.0,0.0,0.0,0.0,0.0,0.0,4.0,0.6,3.9,42.0,51.5,9.7,59.7,65.8,40.3,34.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,0,0,9,10,8,15,17,22,0,0,0,9,10,8,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.6,47.5,54.2,59.0,29.4,44.9,42.4,50.3,36.6,47.5,54.2,59.0,29.4,44.9,42.4,50.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,0,0,,,,0,0,,,
240109088691F,GOLD - COMMODITY EXCHANGE INC.,2024-01-09T00:00:00.000,2024 Report Week 02,GOLD,088691,CMX ,NYC,088 ,GOLD,489849,11949,56950,78213,250913,16327,134333,45874,35868,137332,37177,25253,439275,468362,50574,21487,489849,11949,56950,78213,250913,16327,134333,45874,35868,137332,37177,25253,439275,468362,50574,21487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10515,-1725,1575,2096,-18981,-2686,-20051,639,2630,1010,-645,6837,-11889,-10631,1374,116,100.0,2.4,11.6,16.0,51.2,3.3,27.4,9.4,7.3,28.0,7.6,5.2,89.7,95.6,10.3,4.4,100.0,2.4,11.6,16.0,51.2,3.3,27.4,9.4,7.3,28.0,7.6,5.2,89.7,95.6,10.3,4.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,14,21,24,91,35,38,260,170,309,14,21,24,91,35,38,260,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,33.0,23.5,49.7,14.2,32.1,22.7,47.3,14.3,33.0,23.5,49.7,14.2,32.1,22.7,47.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,10,24,83,33,53,10,24,83,33,53
240102088691F,GOLD - COMMODITY EXCHANGE INC.,2024-01-02T00:00:00.000,2024 Report Week 01,GOLD,088691,CMX ,NYC,088 ,GOLD,500364,13674,55375,76117,269894,19013,154384,45235,33238,136322,37822,18416,451164,478993,49200,21371,500364,13674,55375,76117,269894,19013,154384,45235,33238,136322,37822,18416,451164,478993,49200,21371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9021,431,-2881,1717,8162,705,1583,-1112,3058,-720,2044,1083,7857,11059,1164,-2038,100.0,2.7,11.1,15.2,53.9,3.8,30.9,9.0,6.6,27.2,7.6,3.7,90.2,95.7,9.8,4.3,100.0,2.7,11.1,15.2,53.9,3.8,30.9,9.0,6.6,27.2,7.6,3.7,90.2,95.7,9.8,4.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319,15,26,27,88,36,37,270,173,319,15,26,27,88,36,37,270,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,32.9,23.0,50.3,13.8,31.6,22.2,46.5,14.0,32.9,23.0,50.3,13.8,31.6,22.2,46.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,13,24,91,30,51,13,24,91,30,51
231226088691F,GOLD - COMMODITY EXCHANGE INC.,2023-12-26T00:00:00.000,2023 Report Week 52,GOLD,088691,CMX ,NYC,088 ,GOLD,491343,13243,58256,74400,261732,18308,152801,46347,30180,137042,35778,17333,443307,467934,48036,23409,491343,13243,58256,74400,261732,18308,152801,46347,30180,137042,35778,17333,443307,467934,48036,23409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10140,407,-2596,-617,7673,602,-2896,-1074,1295,11767,3566,-435,10123,9031,17,1109,100.0,2.7,11.9,15.1,53.3,3.7,31.1,9.4,6.1,27.9,7.3,3.5,90.2,95.2,9.8,4.8,100.0,2.7,11.9,15.1,53.3,3.7,31.1,9.4,6.1,27.9,7.3,3.5,90.2,95.2,9.8,4.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319,16,26,28,91,32,32,271,167,319,16,26,28,91,32,32,271,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,33.3,23.0,50.9,13.9,31.3,22.4,46.7,14.0,33.3,23.0,50.9,13.9,31.3,22.4,46.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,13,23,94,30,50,13,23,94,30,50
231219088691F,GOLD - COMMODITY EXCHANGE INC.,2023-12-19T00:00:00.000,2023 Report Week 51,GOLD,088691,CMX ,NYC,088 ,GOLD,481203,12836,60852,75017,254059,17706,155697,47421,28885,125275,32212,17768,433184,458903,48019,22300,481203,12836,60852,75017,254059,17706,155697,47421,28885,125275,32212,17768,433184,458903,48019,22300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11264,-584,2317,-1064,10285,1497,6063,-6685,354,1373,1015,2063,9702,10846,1562,418,100.0,2.7,12.6,15.6,52.8,3.7,32.4,9.9,6.0,26.0,6.7,3.7,90.0,95.4,10.0,4.6,100.0,2.7,12.6,15.6,52.8,3.7,32.4,9.9,6.0,26.0,6.7,3.7,90.0,95.4,10.0,4.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316,18,27,28,93,28,34,269,165,316,18,27,28,93,28,34,269,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,34.5,23.6,52.1,14.2,31.9,23.0,47.9,14.2,34.5,23.6,52.1,14.2,31.9,23.0,47.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,10,24,94,25,48,10,24,94,25,48
231219088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2023-12-19T00:00:00.000,2023 Report Week 51,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,32144,0,0,0,0,0,1185,0,1300,13012,14953,2240,17737,18493,14407,13651,32144,0,0,0,0,0,1185,0,1300,13012,14953,2240,17737,18493,14407,13651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,4.0,40.5,46.5,7.0,55.2,57.5,44.8,42.5,100.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,4.0,40.5,46.5,7.0,55.2,57.5,44.8,42.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,0,0,9,10,8,14,16,21,0,0,0,9,10,8,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4,46.2,46.7,52.0,27.8,41.4,39.5,45.2,31.4,46.2,46.7,52.0,27.8,41.4,39.5,45.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,0,0,,0,,0,0,,0,
231212088691F,GOLD - COMMODITY EXCHANGE INC.,2023-12-12T00:00:00.000,2023 Report Week 50,GOLD,088691,CMX ,NYC,088 ,GOLD,469939,13420,58535,76081,243774,16209,149634,54106,28531,123902,31197,15705,423482,448057,46457,21882,469939,13420,58535,76081,243774,16209,149634,54106,28531,123902,31197,15705,423482,448057,46457,21882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17530,789,-3790,-295,-9853,2023,-10273,3586,1140,-5031,-3579,-4857,-16504,-15330,-1026,-2200,100.0,2.9,12.5,16.2,51.9,3.4,31.8,11.5,6.1,26.4,6.6,3.3,90.1,95.3,9.9,4.7,100.0,2.9,12.5,16.2,51.9,3.4,31.8,11.5,6.1,26.4,6.6,3.3,90.1,95.3,9.9,4.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321,18,27,24,96,29,38,266,172,321,18,27,24,96,29,38,266,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1,35.9,24.5,52.6,15.1,33.0,24.1,48.3,15.1,35.9,24.5,52.6,15.1,33.0,24.1,48.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,12,19,94,29,49,12,19,94,29,49
231205088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2023-12-05T00:00:00.000,2023 Report Week 49,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,30478,0,0,0,0,0,658,558,0,14119,12308,2174,16951,15040,13527,15438,30478,0,0,0,0,0,658,558,0,14119,12308,2174,16951,15040,13527,15438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9907,0,0,0,0,0,-106,-629,0,-5136,5972,-6263,-11505,-920,1598,-8987,100.0,0.0,0.0,0.0,0.0,0.0,2.2,1.8,0.0,46.3,40.4,7.1,55.6,49.3,44.4,50.7,100.0,0.0,0.0,0.0,0.0,0.0,2.2,1.8,0.0,46.3,40.4,7.1,55.6,49.3,44.4,50.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,0,11,6,7,14,13,20,0,0,0,11,6,7,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.2,39.9,47.8,46.4,28.3,38.3,43.1,42.2,31.2,39.9,47.8,46.4,28.3,38.3,43.1,42.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,0,0,,,0,0,0,,,0
231205088691F,GOLD - COMMODITY EXCHANGE INC.,2023-12-05T00:00:00.000,2023 Report Week 49,GOLD,088691,CMX ,NYC,088 ,GOLD,487469,12631,62325,76376,253627,14186,159907,50520,27391,128933,34776,20562,439986,463387,47483,24082,487469,12631,62325,76376,253627,14186,159907,50520,27391,128933,34776,20562,439986,463387,47483,24082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18189,-1702,-2616,-428,8839,-10273,-9788,-4282,-1551,8783,-183,-5063,-20022,-15129,1833,-3060,100.0,2.6,12.8,15.7,52.0,2.9,32.8,10.4,5.6,26.4,7.1,4.2,90.3,95.1,9.7,4.9,100.0,2.6,12.8,15.7,52.0,2.9,32.8,10.4,5.6,26.4,7.1,4.2,90.3,95.1,9.7,4.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331,19,29,27,96,38,41,268,183,331,19,29,27,96,38,41,268,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8,36.4,23.9,51.8,14.8,33.6,23.7,48.5,14.8,36.4,23.9,51.8,14.8,33.6,23.7,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,9,21,94,28,48,9,21,94,28,48
231128088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2023-11-28T00:00:00.000,2023 Report Week 48,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,40385,0,0,0,0,0,764,1187,0,19255,6336,8437,28456,15960,11929,24425,40385,0,0,0,0,0,764,1187,0,19255,6336,8437,28456,15960,11929,24425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6270,0,0,0,0,0,-57,1187,-490,6501,-4856,765,6719,-3394,-449,9664,100.0,0.0,0.0,0.0,0.0,0.0,1.9,2.9,0.0,47.7,15.7,20.9,70.5,39.5,29.5,60.5,100.0,0.0,0.0,0.0,0.0,0.0,1.9,2.9,0.0,47.7,15.7,20.9,70.5,39.5,29.5,60.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,0,12,5,9,15,14,20,0,0,0,12,5,9,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.6,26.3,63.2,36.2,31.7,16.3,44.0,18.6,42.6,26.3,63.2,36.2,31.7,16.3,44.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,0,0,,,0,0,0,,,0
231128088691F,GOLD - COMMODITY EXCHANGE INC.,2023-11-28T00:00:00.000,2023 Report Week 48,GOLD,088691,CMX ,NYC,088 ,GOLD,505658,14333,64941,76804,244788,24459,169695,54802,28942,120150,34959,25625,460008,478516,45650,27142,505658,14333,64941,76804,244788,24459,169695,54802,28942,120150,34959,25625,460008,478516,45650,27142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2771,252,4951,-4142,19516,3549,25314,-10444,-13202,-5170,2209,-11063,-4462,-4484,1691,1713,100.0,2.8,12.8,15.2,48.4,4.8,33.6,10.8,5.7,23.8,6.9,5.1,91.0,94.6,9.0,5.4,100.0,2.8,12.8,15.2,48.4,4.8,33.6,10.8,5.7,23.8,6.9,5.1,91.0,94.6,9.0,5.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329,19,27,27,95,36,42,279,173,329,19,27,27,95,36,42,279,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1,33.8,23.1,49.2,13.5,30.8,22.3,44.7,14.1,33.8,23.1,49.2,13.5,30.8,22.3,44.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,11,20,97,26,48,11,20,97,26,48
231121088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2023-11-21T00:00:00.000,2023 Report Week 47,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,34115,0,0,0,0,0,821,0,490,12754,11192,7672,21737,19354,12378,14761,34115,0,0,0,0,0,821,0,490,12754,11192,7672,21737,19354,12378,14761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,0,0,0,0,0,409,-81,81,3119,-400,-787,2822,-1187,-1803,2206,100.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,1.4,37.4,32.8,22.5,63.7,56.7,36.3,43.3,100.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,1.4,37.4,32.8,22.5,63.7,56.7,36.3,43.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,0,0,13,8,8,16,16,23,0,0,0,13,8,8,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.1,39.6,52.5,51.4,23.8,27.2,32.8,32.8,37.1,39.6,52.5,51.4,23.8,27.2,32.8,32.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,0,0,,0,,0,0,,0,
231121088691F,GOLD - COMMODITY EXCHANGE INC.,2023-11-21T00:00:00.000,2023 Report Week 47,GOLD,088691,CMX ,NYC,088 ,GOLD,508429,14081,59990,80946,225272,20910,144381,65246,42144,125320,32750,36688,464470,483000,43959,25429,508429,14081,59990,80946,225272,20910,144381,65246,42144,125320,32750,36688,464470,483000,43959,25429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21795,1905,4749,-2760,7612,6064,11457,-3363,-4494,3892,2383,7181,23245,20132,-1450,1663,100.0,2.8,11.8,15.9,44.3,4.1,28.4,12.8,8.3,24.6,6.4,7.2,91.4,95.0,8.6,5.0,100.0,2.8,11.8,15.9,44.3,4.1,28.4,12.8,8.3,24.6,6.4,7.2,91.4,95.0,8.6,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327,19,26,28,97,28,47,272,192,327,19,26,28,97,28,47,272,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,31.7,23.7,45.6,13.7,28.7,22.4,41.8,14.4,31.7,23.7,45.6,13.7,28.7,22.4,41.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,11,25,89,33,56,11,25,89,33,56
