id,market_and_exchange_names,report_date_as_yyyy_mm_dd,yyyy_report_week_ww,contract_market_name,cftc_contract_market_code,cftc_market_code,cftc_region_code,cftc_commodity_code,commodity_name,open_interest_all,prod_merc_positions_long,prod_merc_positions_short,swap_positions_long_all,swap__positions_short_all,swap__positions_spread_all,m_money_positions_long_all,m_money_positions_short_all,m_money_positions_spread,other_rept_positions_long,other_rept_positions_short,other_rept_positions_spread,tot_rept_positions_long_all,tot_rept_positions_short,nonrept_positions_long_all,nonrept_positions_short_all,open_interest_old,prod_merc_positions_long_1,prod_merc_positions_short_1,swap_positions_long_old,swap__positions_short_old,swap__positions_spread_old,m_money_positions_long_old,m_money_positions_short_old,m_money_positions_spread_1,other_rept_positions_long_1,other_rept_positions_short_1,other_rept_positions_spread_1,tot_rept_positions_long_old,tot_rept_positions_short_1,nonrept_positions_long_old,nonrept_positions_short_old,open_interest_other,prod_merc_positions_long_2,prod_merc_positions_short_2,swap_positions_long_other,swap__positions_short_other,swap__positions_spread_other,m_money_positions_long_other,m_money_positions_short_other,m_money_positions_spread_2,other_rept_positions_long_2,other_rept_positions_short_2,other_rept_positions_spread_2,tot_rept_positions_long_other,tot_rept_positions_short_2,nonrept_positions_long_other,nonrept_positions_short_other,change_in_open_interest_all,change_in_prod_merc_long,change_in_prod_merc_short,change_in_swap_long_all,change_in_swap_short_all,change_in_swap_spread_all,change_in_m_money_long_all,change_in_m_money_short_all,change_in_m_money_spread,change_in_other_rept_long,change_in_other_rept_short,change_in_other_rept_spread,change_in_tot_rept_long_all,change_in_tot_rept_short,change_in_nonrept_long_all,change_in_nonrept_short_all,pct_of_open_interest_all,pct_of_oi_prod_merc_long,pct_of_oi_prod_merc_short,pct_of_oi_swap_long_all,pct_of_oi_swap_short_all,pct_of_oi_swap_spread_all,pct_of_oi_m_money_long_all,pct_of_oi_m_money_short_all,pct_of_oi_m_money_spread,pct_of_oi_other_rept_long,pct_of_oi_other_rept_short,pct_of_oi_other_rept_spread,pct_of_oi_tot_rept_long_all,pct_of_oi_tot_rept_short,pct_of_oi_nonrept_long_all,pct_of_oi_nonrept_short_all,pct_of_open_interest_old,pct_of_oi_prod_merc_long_1,pct_of_oi_prod_merc_short_1,pct_of_oi_swap_long_old,pct_of_oi_swap_short_old,pct_of_oi_swap_spread_old,pct_of_oi_m_money_long_old,pct_of_oi_m_money_short_old,pct_of_oi_m_money_spread_1,pct_of_oi_other_rept_long_1,pct_of_oi_other_rept_short_1,pct_of_oi_other_rept_spread_1,pct_of_oi_tot_rept_long_old,pct_of_oi_tot_rept_short_1,pct_of_oi_nonrept_long_old,pct_of_oi_nonrept_short_old,pct_of_open_interest_other,pct_of_oi_prod_merc_long_2,pct_of_oi_prod_merc_short_2,pct_of_oi_swap_long_other,pct_of_oi_swap_short_other,pct_of_oi_swap_spread_other,pct_of_oi_m_money_long_other,pct_of_oi_m_money_short_other,pct_of_oi_m_money_spread_2,pct_of_oi_other_rept_long_2,pct_of_oi_other_rept_short_2,pct_of_oi_other_rept_spread_2,pct_of_oi_tot_rept_long_other,pct_of_oi_tot_rept_short_2,pct_of_oi_nonrept_long_other,pct_of_oi_nonrept_short_other,traders_tot_all,traders_prod_merc_short_all,traders_swap_short_all,traders_swap_spread_all,traders_other_rept_long_all,traders_other_rept_short,traders_other_rept_spread,traders_tot_rept_long_all,traders_tot_rept_short_all,traders_tot_old,traders_prod_merc_short_old,traders_swap_short_old,traders_swap_spread_old,traders_other_rept_long_old,traders_other_rept_short_1,traders_other_rept_spread_1,traders_tot_rept_long_old,traders_tot_rept_short_old,traders_tot_other,traders_prod_merc_long_other,traders_prod_merc_short_other,traders_swap_long_other,traders_swap_short_other,traders_swap_spread_other,traders_m_money_long_other,traders_m_money_short_other,traders_m_money_spread_other,traders_other_rept_long_other,traders_other_rept_short_2,traders_other_rept_spread_2,traders_tot_rept_long_other,traders_tot_rept_short_other,conc_gross_le_4_tdr_long,conc_gross_le_4_tdr_short,conc_gross_le_8_tdr_long,conc_gross_le_8_tdr_short,conc_net_le_4_tdr_long_all,conc_net_le_4_tdr_short_all,conc_net_le_8_tdr_long_all,conc_net_le_8_tdr_short_all,conc_gross_le_4_tdr_long_1,conc_gross_le_4_tdr_short_1,conc_gross_le_8_tdr_long_1,conc_gross_le_8_tdr_short_1,conc_net_le_4_tdr_long_old,conc_net_le_4_tdr_short_old,conc_net_le_8_tdr_long_old,conc_net_le_8_tdr_short_old,conc_gross_le_4_tdr_long_2,conc_gross_le_4_tdr_short_2,conc_gross_le_8_tdr_long_2,conc_gross_le_8_tdr_short_2,conc_net_le_4_tdr_long_other,conc_net_le_4_tdr_short_other,conc_net_le_8_tdr_long_other,conc_net_le_8_tdr_short_other,contract_units,cftc_subgroup_code,commodity,commodity_subgroup_name,commodity_group_name,futonly_or_combined,traders_prod_merc_long_all,traders_swap_long_all,traders_m_money_long_all,traders_m_money_short_all,traders_m_money_spread_all,traders_prod_merc_long_old,traders_swap_long_old,traders_m_money_long_old,traders_m_money_short_old,traders_m_money_spread_old
250805088691F,GOLD - COMMODITY EXCHANGE INC.,2025-08-05T00:00:00.000,2025 Report Week 31,GOLD,088691,CMX ,NYC,088 ,GOLD,449647,21760,55777,36874,273003,15441,186304,32317,19305,105890,22827,11476,397050,430146,52597,19501,449647,21760,55777,36874,273003,15441,186304,32317,19305,105890,22827,11476,397050,430146,52597,19501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4388,9466,-4687,-2275,22945,-12209,15386,-4345,-1117,-4433,1844,189,5007,2620,-619,1768,100.0,4.8,12.4,8.2,60.7,3.4,41.4,7.2,4.3,23.5,5.1,2.6,88.3,95.7,11.7,4.3,100.0,4.8,12.4,8.2,60.7,3.4,41.4,7.2,4.3,23.5,5.1,2.6,88.3,95.7,11.7,4.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,16,27,31,83,28,28,268,149,312,16,27,31,83,28,28,268,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7,35.1,32.1,55.8,19.7,34.4,30.8,55.0,20.7,35.1,32.1,55.8,19.7,34.4,30.8,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,16,19,108,19,38,16,19,108,19,38
250729088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2025-07-29T00:00:00.000,2025 Report Week 30,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,53658,0,0,0,0,0,1164,0,0,9843,28757,11524,22531,40281,31127,13377,53658,0,0,0,0,0,1164,0,0,9843,28757,11524,22531,40281,31127,13377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,0,0,0,0,0,-813,0,-692,-8975,10592,5456,-5024,15356,5683,-14697,100.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,18.3,53.6,21.5,42.0,75.1,58.0,24.9,100.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,18.3,53.6,21.5,42.0,75.1,58.0,24.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,0,0,11,14,13,22,19,28,0,0,0,11,14,13,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,55.0,32.9,68.0,12.8,44.0,17.9,51.3,24.4,55.0,32.9,68.0,12.8,44.0,17.9,51.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,0,0,,0,0,0,0,,0,0
250729088691F,GOLD - COMMODITY EXCHANGE INC.,2025-07-29T00:00:00.000,2025 Report Week 30,GOLD,088691,CMX ,NYC,088 ,GOLD,445259,12294,60464,39149,250058,27650,170918,36662,20422,110323,20983,11287,392043,427526,53216,17733,445259,12294,60464,39149,250058,27650,170918,36662,20422,110323,20983,11287,392043,427526,53216,17733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44164,1087,-2105,5850,-14216,-4570,-23835,1843,-4849,-6873,-3109,-10138,-43328,-37144,-836,-7020,100.0,2.8,13.6,8.8,56.2,6.2,38.4,8.2,4.6,24.8,4.7,2.5,88.0,96.0,12.0,4.0,100.0,2.8,13.6,8.8,56.2,6.2,38.4,8.2,4.6,24.8,4.7,2.5,88.0,96.0,12.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,17,23,33,85,25,28,260,150,300,17,23,33,85,25,28,260,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,34.5,31.0,53.6,19.4,31.9,29.5,50.8,20.2,34.5,31.0,53.6,19.4,31.9,29.5,50.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,14,23,96,21,41,14,23,96,21,41
250722088691F,GOLD - COMMODITY EXCHANGE INC.,2025-07-22T00:00:00.000,2025 Report Week 29,GOLD,088691,CMX ,NYC,088 ,GOLD,489423,11207,62569,33299,264274,32220,194753,34819,25271,117196,24092,21425,435371,464670,54052,24753,489423,11207,62569,33299,264274,32220,194753,34819,25271,117196,24092,21425,435371,464670,54052,24753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40892,-3509,1117,-350,26673,4596,22096,-1111,2646,19626,2910,-1289,43816,35542,-2924,5350,100.0,2.3,12.8,6.8,54.0,6.6,39.8,7.1,5.2,23.9,4.9,4.4,89.0,94.9,11.0,5.1,100.0,2.3,12.8,6.8,54.0,6.6,39.8,7.1,5.2,23.9,4.9,4.4,89.0,94.9,11.0,5.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337,19,29,33,90,38,34,283,170,337,19,29,33,90,38,34,283,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1,30.3,28.1,49.3,17.5,29.8,26.4,47.4,18.1,30.3,28.1,49.3,17.5,29.8,26.4,47.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,14,18,113,20,42,14,18,113,20,42
250722088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2025-07-22T00:00:00.000,2025 Report Week 29,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,52999,0,0,0,0,0,1977,0,692,18818,18165,6068,27555,24925,25444,28074,52999,0,0,0,0,0,1977,0,692,18818,18165,6068,27555,24925,25444,28074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,0,0,446,-731,692,4407,-8400,1993,7538,-6446,-7170,6814,100.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,1.3,35.5,34.3,11.4,52.0,47.0,48.0,53.0,100.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,1.3,35.5,34.3,11.4,52.0,47.0,48.0,53.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0,0,0,13,19,9,23,26,38,0,0,0,13,19,9,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,22.2,41.5,34.3,27.7,19.1,34.2,27.2,32.5,22.2,41.5,34.3,27.7,19.1,34.2,27.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,0,0,5,0,,0,0,5,0,
250715088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2025-07-15T00:00:00.000,2025 Report Week 28,MICRO GOLD,088695,CMX,NYC,088,GOLD,52631,0,0,0,0,0,1531,731,0,14411,26565,4075,20017,31371,32614,21260,52631,0,0,0,0,0,1531,731,0,14411,26565,4075,20017,31371,32614,21260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4312,0,0,0,0,0,-57,211,-2,4897,1737,1829,6667,3775,-2355,537,100.0,0.0,0.0,0.0,0.0,0.0,2.9,1.4,0.0,27.4,50.5,7.7,38.0,59.6,62.0,40.4,100.0,0.0,0.0,0.0,0.0,0.0,2.9,1.4,0.0,27.4,50.5,7.7,38.0,59.6,62.0,40.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,0,0,12,16,8,21,21,34,0,0,0,12,16,8,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1,39.6,29.1,49.0,17.5,36.3,25.0,44.6,18.1,39.6,29.1,49.0,17.5,36.3,25.0,44.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,0,0,4,,0,0,0,4,,0
250715088691F,GOLD - COMMODITY EXCHANGE INC.,2025-07-15T00:00:00.000,2025 Report Week 28,GOLD,088691,CMX,NYC,088,GOLD,448531,14716,61452,33649,237601,27624,172657,35930,22625,97570,21182,22714,391555,429128,56976,19403,448531,14716,61452,33649,237601,27624,172657,35930,22625,97570,21182,22714,391555,429128,56976,19403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5387,1101,1025,-1710,10700,4723,7972,187,-13763,570,-1792,5809,4702,6889,685,-1502,100.0,3.3,13.7,7.5,53.0,6.2,38.5,8.0,5.0,21.8,4.7,5.1,87.3,95.7,12.7,4.3,100.0,3.3,13.7,7.5,53.0,6.2,38.5,8.0,5.0,21.8,4.7,5.1,87.3,95.7,12.7,4.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305,15,25,29,91,27,27,265,152,305,15,25,29,91,27,27,265,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6,31.8,27.9,50.1,17.3,31.0,25.9,48.5,18.6,31.8,27.9,50.1,17.3,31.0,25.9,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,15,17,98,22,47,15,17,98,22,47
250708088691F,GOLD - COMMODITY EXCHANGE INC.,2025-07-08T00:00:00.000,2025 Report Week 27,GOLD,088691,CMX ,NYC,088 ,GOLD,443144,13615,60427,35359,226901,22901,164685,35743,36388,97000,22974,16905,386853,422239,56291,20905,443144,13615,60427,35359,226901,22901,164685,35743,36388,97000,22974,16905,386853,422239,56291,20905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5482,1610,-991,-1901,2985,3346,-401,1017,-3532,3455,1049,-62,2515,3812,2967,1670,100.0,3.1,13.6,8.0,51.2,5.2,37.2,8.1,8.2,21.9,5.2,3.8,87.3,95.3,12.7,4.7,100.0,3.1,13.6,8.0,51.2,5.2,37.2,8.1,8.2,21.9,5.2,3.8,87.3,95.3,12.7,4.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299,15,23,31,93,30,31,257,153,299,15,23,31,93,30,31,257,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,31.3,30.2,49.9,17.6,30.4,26.3,47.2,19.5,31.3,30.2,49.9,17.6,30.4,26.3,47.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,12,22,89,21,43,12,22,89,21,43
250708088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2025-07-08T00:00:00.000,2025 Report Week 27,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,48319,0,0,0,0,0,1588,520,2,9514,24828,2246,13350,27596,34969,20723,48319,0,0,0,0,0,1588,520,2,9514,24828,2246,13350,27596,34969,20723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3019,0,0,0,0,0,180,-112,-14,-2996,4702,894,-1936,5470,4955,-2451,100.0,0.0,0.0,0.0,0.0,0.0,3.3,1.1,0.0,19.7,51.4,4.6,27.6,57.1,72.4,42.9,100.0,0.0,0.0,0.0,0.0,0.0,3.3,1.1,0.0,19.7,51.4,4.6,27.6,57.1,72.4,42.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0,0,0,14,16,8,24,21,36,0,0,0,14,16,8,24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,35.3,18.8,45.3,11.9,33.9,17.0,43.9,13.0,35.3,18.8,45.3,11.9,33.9,17.0,43.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,0,0,4,,,0,0,4,,
250701088691F,GOLD - COMMODITY EXCHANGE INC.,2025-07-01T00:00:00.000,2025 Report Week 26,GOLD,088691,CMX ,NYC,088 ,GOLD,437662,12005,61418,37260,223916,19555,165086,34726,39920,93545,21925,16967,384338,418427,53324,19235,437662,12005,61418,37260,223916,19555,165086,34726,39920,93545,21925,16967,384338,418427,53324,19235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704,-314,-1316,-3323,3188,-866,1257,-3975,2967,1297,-447,3371,4389,2922,-1685,-218,100.0,2.7,14.0,8.5,51.2,4.5,37.7,7.9,9.1,21.4,5.0,3.9,87.8,95.6,12.2,4.4,100.0,2.7,14.0,8.5,51.2,4.5,37.7,7.9,9.1,21.4,5.0,3.9,87.8,95.6,12.2,4.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303,15,23,28,92,28,29,252,157,303,15,23,28,92,28,29,252,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1,31.1,31.1,50.6,17.4,30.3,26.4,47.3,20.1,31.1,31.1,50.6,17.4,30.3,26.4,47.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,12,23,91,23,44,12,23,91,23,44
250701088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2025-07-01T00:00:00.000,2025 Report Week 26,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,45300,0,0,0,0,0,1408,632,16,12510,20126,1352,15286,22126,30014,23174,45300,0,0,0,0,0,1408,632,16,12510,20126,1352,15286,22126,30014,23174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1120,0,0,0,0,0,16,-123,-26,3553,-4370,-1221,2322,-5740,-3442,4620,100.0,0.0,0.0,0.0,0.0,0.0,3.1,1.4,0.0,27.6,44.4,3.0,33.7,48.8,66.3,51.2,100.0,0.0,0.0,0.0,0.0,0.0,3.1,1.4,0.0,27.6,44.4,3.0,33.7,48.8,66.3,51.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,0,0,10,16,7,19,21,32,0,0,0,10,16,7,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3,24.9,27.9,36.4,21.7,24.0,27.2,35.5,22.3,24.9,27.9,36.4,21.7,24.0,27.2,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,0,0,4,,,0,0,4,,
250624088691F,GOLD - COMMODITY EXCHANGE INC.,2025-06-24T00:00:00.000,2025 Report Week 25,GOLD,088691,CMX ,NYC,088 ,GOLD,434958,12319,62734,40583,220728,20421,163829,38701,36953,92248,22372,13596,379949,415505,55009,19453,434958,12319,62734,40583,220728,20421,163829,38701,36953,92248,22372,13596,379949,415505,55009,19453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6256,1253,-1294,448,-4172,-62,-3817,1566,-1658,-692,-431,-897,-5425,-6948,-831,692,100.0,2.8,14.4,9.3,50.7,4.7,37.7,8.9,8.5,21.2,5.1,3.1,87.4,95.5,12.6,4.5,100.0,2.8,14.4,9.3,50.7,4.7,37.7,8.9,8.5,21.2,5.1,3.1,87.4,95.5,12.6,4.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310,16,21,26,98,27,35,261,160,310,16,21,26,98,27,35,261,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,31.3,31.3,51.3,17.3,30.4,27.0,47.7,20.0,31.3,31.3,51.3,17.3,30.4,27.0,47.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,14,25,87,27,42,14,25,87,27,42
250624088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2025-06-24T00:00:00.000,2025 Report Week 25,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,46420,0,0,0,0,0,1392,755,42,8957,24496,2573,12964,27866,33456,18554,46420,0,0,0,0,0,1392,755,42,8957,24496,2573,12964,27866,33456,18554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1427,0,0,0,0,0,293,-697,42,-2125,512,-228,-2018,-371,3445,1798,100.0,0.0,0.0,0.0,0.0,0.0,3.0,1.6,0.1,19.3,52.8,5.5,27.9,60.0,72.1,40.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,1.6,0.1,19.3,52.8,5.5,27.9,60.0,72.1,40.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0,0,0,11,19,8,21,23,35,0,0,0,11,19,8,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1,31.2,21.3,44.7,14.4,29.5,19.1,42.4,16.1,31.2,21.3,44.7,14.4,29.5,19.1,42.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,0,0,4,,,0,0,4,,
250617088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2025-06-17T00:00:00.000,2025 Report Week 24,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,44993,0,0,0,0,0,1099,1452,0,11082,23984,2801,14982,28237,30011,16756,44993,0,0,0,0,0,1099,1452,0,11082,23984,2801,14982,28237,30011,16756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1252,0,0,0,0,0,283,591,0,-1213,2852,-666,-1596,2777,2848,-1525,100.0,0.0,0.0,0.0,0.0,0.0,2.4,3.2,0.0,24.6,53.3,6.2,33.3,62.8,66.7,37.2,100.0,0.0,0.0,0.0,0.0,0.0,2.4,3.2,0.0,24.6,53.3,6.2,33.3,62.8,66.7,37.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,0,0,10,18,8,18,22,32,0,0,0,10,18,8,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5,33.1,26.9,47.6,19.6,30.5,24.7,43.8,20.5,33.1,26.9,47.6,19.6,30.5,24.7,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,0,0,,,0,0,0,,,0
250617088691F,GOLD - COMMODITY EXCHANGE INC.,2025-06-17T00:00:00.000,2025 Report Week 24,GOLD,088691,CMX ,NYC,088 ,GOLD,441214,11066,64028,40135,224900,20483,167646,37135,38611,92940,22803,14493,385374,422453,55840,18761,441214,11066,64028,40135,224900,20483,167646,37135,38611,92940,22803,14493,385374,422453,55840,18761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24071,-2315,1282,1268,12680,4299,6966,546,4768,7625,878,-372,22239,24081,1832,-10,100.0,2.5,14.5,9.1,51.0,4.6,38.0,8.4,8.8,21.1,5.2,3.3,87.3,95.7,12.7,4.3,100.0,2.5,14.5,9.1,51.0,4.6,38.0,8.4,8.8,21.1,5.2,3.3,87.3,95.7,12.7,4.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322,18,20,26,101,29,31,274,152,322,18,20,26,101,29,31,274,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,31.5,30.8,51.2,16.8,30.5,26.2,47.9,19.5,31.5,30.8,51.2,16.8,30.5,26.2,47.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,13,26,101,21,40,13,26,101,21,40
250610088695F,MICRO GOLD - COMMODITY EXCHANGE INC.,2025-06-10T00:00:00.000,2025 Report Week 23,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,43741,0,0,0,0,0,816,861,0,12295,21132,3467,16578,25460,27163,18281,43741,0,0,0,0,0,816,861,0,12295,21132,3467,16578,25460,27163,18281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4659,0,0,0,0,0,228,136,0,2510,7846,-699,2039,7283,2620,-2624,100.0,0.0,0.0,0.0,0.0,0.0,1.9,2.0,0.0,28.1,48.3,7.9,37.9,58.2,62.1,41.8,100.0,0.0,0.0,0.0,0.0,0.0,1.9,2.0,0.0,28.1,48.3,7.9,37.9,58.2,62.1,41.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,0,0,9,18,10,19,21,30,0,0,0,9,18,10,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5,32.6,31.8,45.6,23.5,29.7,28.5,40.3,25.5,32.6,31.8,45.6,23.5,29.7,28.5,40.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,FutOnly,0,0,,,0,0,0,,,0
