id,market_and_exchange_names,report_date_as_yyyy_mm_dd,yyyy_report_week_ww,contract_market_name,cftc_contract_market_code,cftc_market_code,cftc_region_code,cftc_commodity_code,commodity_name,open_interest_all,prod_merc_positions_long,prod_merc_positions_short,swap_positions_long_all,swap__positions_short_all,swap__positions_spread_all,m_money_positions_long_all,m_money_positions_short_all,m_money_positions_spread,other_rept_positions_long,other_rept_positions_short,other_rept_positions_spread,tot_rept_positions_long_all,tot_rept_positions_short,nonrept_positions_long_all,nonrept_positions_short_all,open_interest_old,prod_merc_positions_long_1,prod_merc_positions_short_1,swap_positions_long_old,swap__positions_short_old,swap__positions_spread_old,m_money_positions_long_old,m_money_positions_short_old,m_money_positions_spread_1,other_rept_positions_long_1,other_rept_positions_short_1,other_rept_positions_spread_1,tot_rept_positions_long_old,tot_rept_positions_short_1,nonrept_positions_long_old,nonrept_positions_short_old,open_interest_other,prod_merc_positions_long_2,prod_merc_positions_short_2,swap_positions_long_other,swap__positions_short_other,swap__positions_spread_other,m_money_positions_long_other,m_money_positions_short_other,m_money_positions_spread_2,other_rept_positions_long_2,other_rept_positions_short_2,other_rept_positions_spread_2,tot_rept_positions_long_other,tot_rept_positions_short_2,nonrept_positions_long_other,nonrept_positions_short_other,change_in_open_interest_all,change_in_prod_merc_long,change_in_prod_merc_short,change_in_swap_long_all,change_in_swap_short_all,change_in_swap_spread_all,change_in_m_money_long_all,change_in_m_money_short_all,change_in_m_money_spread,change_in_other_rept_long,change_in_other_rept_short,change_in_other_rept_spread,change_in_tot_rept_long_all,change_in_tot_rept_short,change_in_nonrept_long_all,change_in_nonrept_short_all,pct_of_open_interest_all,pct_of_oi_prod_merc_long,pct_of_oi_prod_merc_short,pct_of_oi_swap_long_all,pct_of_oi_swap_short_all,pct_of_oi_swap_spread_all,pct_of_oi_m_money_long_all,pct_of_oi_m_money_short_all,pct_of_oi_m_money_spread,pct_of_oi_other_rept_long,pct_of_oi_other_rept_short,pct_of_oi_other_rept_spread,pct_of_oi_tot_rept_long_all,pct_of_oi_tot_rept_short,pct_of_oi_nonrept_long_all,pct_of_oi_nonrept_short_all,pct_of_open_interest_old,pct_of_oi_prod_merc_long_1,pct_of_oi_prod_merc_short_1,pct_of_oi_swap_long_old,pct_of_oi_swap_short_old,pct_of_oi_swap_spread_old,pct_of_oi_m_money_long_old,pct_of_oi_m_money_short_old,pct_of_oi_m_money_spread_1,pct_of_oi_other_rept_long_1,pct_of_oi_other_rept_short_1,pct_of_oi_other_rept_spread_1,pct_of_oi_tot_rept_long_old,pct_of_oi_tot_rept_short_1,pct_of_oi_nonrept_long_old,pct_of_oi_nonrept_short_old,pct_of_open_interest_other,pct_of_oi_prod_merc_long_2,pct_of_oi_prod_merc_short_2,pct_of_oi_swap_long_other,pct_of_oi_swap_short_other,pct_of_oi_swap_spread_other,pct_of_oi_m_money_long_other,pct_of_oi_m_money_short_other,pct_of_oi_m_money_spread_2,pct_of_oi_other_rept_long_2,pct_of_oi_other_rept_short_2,pct_of_oi_other_rept_spread_2,pct_of_oi_tot_rept_long_other,pct_of_oi_tot_rept_short_2,pct_of_oi_nonrept_long_other,pct_of_oi_nonrept_short_other,traders_tot_all,traders_prod_merc_short_all,traders_swap_short_all,traders_swap_spread_all,traders_other_rept_long_all,traders_other_rept_short,traders_other_rept_spread,traders_tot_rept_long_all,traders_tot_rept_short_all,traders_tot_old,traders_prod_merc_short_old,traders_swap_short_old,traders_swap_spread_old,traders_other_rept_long_old,traders_other_rept_short_1,traders_other_rept_spread_1,traders_tot_rept_long_old,traders_tot_rept_short_old,traders_tot_other,traders_prod_merc_long_other,traders_prod_merc_short_other,traders_swap_long_other,traders_swap_short_other,traders_swap_spread_other,traders_m_money_long_other,traders_m_money_short_other,traders_m_money_spread_other,traders_other_rept_long_other,traders_other_rept_short_2,traders_other_rept_spread_2,traders_tot_rept_long_other,traders_tot_rept_short_other,conc_gross_le_4_tdr_long,conc_gross_le_4_tdr_short,conc_gross_le_8_tdr_long,conc_gross_le_8_tdr_short,conc_net_le_4_tdr_long_all,conc_net_le_4_tdr_short_all,conc_net_le_8_tdr_long_all,conc_net_le_8_tdr_short_all,conc_gross_le_4_tdr_long_1,conc_gross_le_4_tdr_short_1,conc_gross_le_8_tdr_long_1,conc_gross_le_8_tdr_short_1,conc_net_le_4_tdr_long_old,conc_net_le_4_tdr_short_old,conc_net_le_8_tdr_long_old,conc_net_le_8_tdr_short_old,conc_gross_le_4_tdr_long_2,conc_gross_le_4_tdr_short_2,conc_gross_le_8_tdr_long_2,conc_gross_le_8_tdr_short_2,conc_net_le_4_tdr_long_other,conc_net_le_4_tdr_short_other,conc_net_le_8_tdr_long_other,conc_net_le_8_tdr_short_other,contract_units,cftc_subgroup_code,commodity,commodity_subgroup_name,commodity_group_name,futonly_or_combined,traders_prod_merc_long_all,traders_swap_long_all,traders_m_money_long_all,traders_m_money_short_all,traders_m_money_spread_all,traders_prod_merc_long_old,traders_swap_long_old,traders_m_money_long_old,traders_m_money_short_old,traders_m_money_spread_old
230425088695C,MICRO GOLD - COMMODITY EXCHANGE INC.,2023-04-25T00:00:00.000,2023 Report Week 17,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,23780,0,353,0,0,0,295,0,0,5239,4775,3105,8639,8233,15141,15547,23780,0,353,0,0,0,295,0,0,5239,4775,3105,8639,8233,15141,15547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,100.0,0.0,1.5,0.0,0.0,0.0,1.2,0.0,0.0,22.0,20.1,13.1,36.3,34.6,63.7,65.4,100.0,0.0,1.5,0.0,0.0,0.0,1.2,0.0,0.0,22.0,20.1,13.1,36.3,34.6,63.7,65.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,,0,0,9,8,7,14,13,20,,0,0,9,8,7,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,22.9,28.1,29.7,15.8,16.3,21.7,20.7,18.8,22.9,28.1,29.7,15.8,16.3,21.7,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,0,0,,0,0,0,0,,0,0
230418088691C,GOLD - COMMODITY EXCHANGE INC.,2023-04-18T00:00:00.000,2023 Report Week 16,GOLD,088691,CMX ,NYC,088 ,GOLD,748698,30218,76279,93761,289435,66974,164063,29810,66870,120379,39480,149576,691841,718424,56857,30274,748698,30218,76279,93761,289435,66974,164063,29810,66870,120379,39480,149576,691841,718424,56857,30274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12391,1268,552,1247,3688,2601,2203,5514,-2463,-1554,-3609,7232,10535,13517,1856,-1125,100.0,4.0,10.2,12.5,38.7,8.9,21.9,4.0,8.9,16.1,5.3,20.0,92.4,96.0,7.6,4.0,100.0,4.0,10.2,12.5,38.7,8.9,21.9,4.0,8.9,16.1,5.3,20.0,92.4,96.0,7.6,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,21,22,34,92,50,65,305,228,350,21,22,34,92,50,65,305,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4,30.9,26.2,46.2,10.0,25.7,16.1,34.3,16.4,30.9,26.2,46.2,10.0,25.7,16.1,34.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,18,21,102,33,71,18,21,102,33,71
230411088691C,GOLD - COMMODITY EXCHANGE INC.,2023-04-11T00:00:00.000,2023 Report Week 15,GOLD,088691,CMX ,NYC,088 ,GOLD,736307,28950,75727,92514,285747,64373,161859,24296,69333,121933,43089,142343,681306,704908,55001,31400,736307,28950,75727,92514,285747,64373,161859,24296,69333,121933,43089,142343,681306,704908,55001,31400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11805,-178,-650,2658,1106,-2930,-10109,-2687,716,1183,-2605,-3554,-12214,-10604,409,-1201,100.0,3.9,10.3,12.6,38.8,8.7,22.0,3.3,9.4,16.6,5.9,19.3,92.5,95.7,7.5,4.3,100.0,3.9,10.3,12.6,38.8,8.7,22.0,3.3,9.4,16.6,5.9,19.3,92.5,95.7,7.5,4.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357,20,24,35,92,52,65,313,230,357,20,24,35,92,52,65,313,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,30.4,26.0,45.7,10.4,25.4,16.7,34.3,16.5,30.4,26.0,45.7,10.4,25.4,16.7,34.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,18,21,110,28,74,18,21,110,28,74
230404088691C,GOLD - COMMODITY EXCHANGE INC.,2023-04-04T00:00:00.000,2023 Report Week 14,GOLD,088691,CMX ,NYC,088 ,GOLD,748112,29128,76377,89856,284641,67303,171969,26983,68617,120751,45694,145898,693520,715511,54592,32601,748112,29128,76377,89856,284641,67303,171969,26983,68617,120751,45694,145898,693520,715511,54592,32601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36373,1832,-3905,-979,27500,-8067,11997,-2674,-2792,11445,6106,20426,33862,36593,2511,-220,100.0,3.9,10.2,12.0,38.0,9.0,23.0,3.6,9.2,16.1,6.1,19.5,92.7,95.6,7.3,4.4,100.0,3.9,10.2,12.0,38.0,9.0,23.0,3.6,9.2,16.1,6.1,19.5,92.7,95.6,7.3,4.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363,22,24,34,90,58,61,312,229,363,22,24,34,90,58,61,312,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,29.0,26.3,44.3,10.5,24.0,16.5,32.6,16.7,29.0,26.3,44.3,10.5,24.0,16.5,32.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,19,21,113,25,71,19,21,113,25,71
230328088691C,GOLD - COMMODITY EXCHANGE INC.,2023-03-28T00:00:00.000,2023 Report Week 13,GOLD,088691,CMX ,NYC,088 ,GOLD,711739,27295,80282,90835,257141,75370,159971,29657,71409,109306,39587,125472,659658,678918,52081,32821,711739,27295,80282,90835,257141,75370,159971,29657,71409,109306,39587,125472,659658,678918,52081,32821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7192,-868,2408,-1775,15378,5025,13654,-9706,-7247,1885,-405,-16440,-5766,-10988,-1426,3796,100.0,3.8,11.3,12.8,36.1,10.6,22.5,4.2,10.0,15.4,5.6,17.6,92.7,95.4,7.3,4.6,100.0,3.8,11.3,12.8,36.1,10.6,22.5,4.2,10.0,15.4,5.6,17.6,92.7,95.4,7.3,4.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332,21,22,35,80,49,59,296,212,332,21,22,35,80,49,59,296,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,29.3,26.0,44.5,11.6,23.9,18.1,32.9,16.5,29.3,26.0,44.5,11.6,23.9,18.1,32.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,18,19,108,24,69,18,19,108,24,69
230321088691C,GOLD - COMMODITY EXCHANGE INC.,2023-03-21T00:00:00.000,2023 Report Week 12,GOLD,088691,CMX ,NYC,088 ,GOLD,718931,28163,77874,92610,241763,70345,146318,39363,78656,107421,39992,141912,665424,689906,53506,29025,718931,28163,77874,92610,241763,70345,146318,39363,78656,107421,39992,141912,665424,689906,53506,29025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42340,4758,11179,-4655,19105,7626,5472,-16121,7112,1133,2898,14766,36212,46565,6128,-4225,100.0,3.9,10.8,12.9,33.6,9.8,20.4,5.5,10.9,14.9,5.6,19.7,92.6,96.0,7.4,4.0,100.0,3.9,10.8,12.9,33.6,9.8,20.4,5.5,10.9,14.9,5.6,19.7,92.6,96.0,7.4,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338,20,23,38,79,53,68,306,227,338,20,23,38,79,53,68,306,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,27.2,26.4,42.5,11.0,22.2,17.5,30.9,16.5,27.2,26.4,42.5,11.0,22.2,17.5,30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,17,21,107,27,75,17,21,107,27,75
230321088695C,MICRO GOLD - COMMODITY EXCHANGE INC.,2023-03-21T00:00:00.000,2023 Report Week 12,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,25449,0,285,0,0,0,285,324,0,7502,7667,2823,10610,11099,14839,14350,25449,0,285,0,0,0,285,324,0,7502,7667,2823,10610,11099,14839,14350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,100.0,0.0,1.1,0.0,0.0,0.0,1.1,1.3,0.0,29.5,30.1,11.1,41.7,43.6,58.3,56.4,100.0,0.0,1.1,0.0,0.0,0.0,1.1,1.3,0.0,29.5,30.1,11.1,41.7,43.6,58.3,56.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,,0,0,12,10,7,15,18,26,,0,0,12,10,7,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8,23.2,34.5,32.1,18.5,21.4,26.1,28.1,25.8,23.2,34.5,32.1,18.5,21.4,26.1,28.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,0,0,,,0,0,0,,,0
230314088691C,GOLD - COMMODITY EXCHANGE INC.,2023-03-14T00:00:00.000,2023 Report Week 11,GOLD,088691,CMX ,NYC,088 ,GOLD,676591,23405,66696,97265,222658,62719,140846,55484,71544,106288,37095,127146,629212,643341,47379,33250,676591,23405,66696,97265,222658,62719,140846,55484,71544,106288,37095,127146,629212,643341,47379,33250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61346,3208,14208,1906,39682,3671,26334,-34921,7816,1330,6162,18577,62842,55194,-1496,6151,100.0,3.5,9.9,14.4,32.9,9.3,20.8,8.2,10.6,15.7,5.5,18.8,93.0,95.1,7.0,4.9,100.0,3.5,9.9,14.4,32.9,9.3,20.8,8.2,10.6,15.7,5.5,18.8,93.0,95.1,7.0,4.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342,18,26,37,82,54,66,299,225,342,18,26,37,82,54,66,299,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6,26.6,26.2,43.1,11.6,22.3,18.3,32.8,16.6,26.6,26.2,43.1,11.6,22.3,18.3,32.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,19,19,101,31,66,19,19,101,31,66
230307088691C,GOLD - COMMODITY EXCHANGE INC.,2023-03-07T00:00:00.000,2023 Report Week 10,GOLD,088691,CMX ,NYC,088 ,GOLD,615245,20197,52487,95359,182976,59048,114511,90405,63728,104958,30933,108569,566370,588147,48875,27099,615245,20197,52487,95359,182976,59048,114511,90405,63728,104958,30933,108569,566370,588147,48875,27099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39862,-363,-1013,1878,-10038,6598,1215,17017,6140,1130,239,20900,37498,39844,2363,18,100.0,3.3,8.5,15.5,29.7,9.6,18.6,14.7,10.4,17.1,5.0,17.6,92.1,95.6,7.9,4.4,100.0,3.3,8.5,15.5,29.7,9.6,18.6,14.7,10.4,17.1,5.0,17.6,92.1,95.6,7.9,4.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325,17,20,36,85,39,60,277,224,325,17,20,36,85,39,60,277,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,26.7,24.2,42.1,12.2,22.3,19.4,33.5,15.0,26.7,24.2,42.1,12.2,22.3,19.4,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,15,24,81,50,70,15,24,81,50,70
230228088691C,GOLD - COMMODITY EXCHANGE INC.,2023-02-28T00:00:00.000,2023 Report Week 09,GOLD,088691,CMX ,NYC,088 ,GOLD,575384,20560,53500,93481,193015,52449,113296,73388,57588,103828,30693,87669,528872,548303,46512,27081,575384,20560,53500,93481,193015,52449,113296,73388,57588,103828,30693,87669,528872,548303,46512,27081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24253,475,-8,3592,-8469,-3725,-5882,6667,-1639,694,-3098,-15274,-21760,-25546,-2493,1293,100.0,3.6,9.3,16.2,33.5,9.1,19.7,12.8,10.0,18.0,5.3,15.2,91.9,95.3,8.1,4.7,100.0,3.6,9.3,16.2,33.5,9.1,19.7,12.8,10.0,18.0,5.3,15.2,91.9,95.3,8.1,4.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304,17,21,34,77,35,53,269,200,304,17,21,34,77,35,53,269,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,28.9,25.5,45.7,12.7,24.3,20.3,36.8,15.7,28.9,25.5,45.7,12.7,24.3,20.3,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,14,23,85,38,68,14,23,85,38,68
230221088691C,GOLD - COMMODITY EXCHANGE INC.,2023-02-21T00:00:00.000,2023 Report Week 08,GOLD,088691,CMX ,NYC,088 ,GOLD,599637,20085,53508,89889,201483,56175,119178,66721,59227,103134,33791,102944,550632,573849,49005,25787,599637,20085,53508,89889,201483,56175,119178,66721,59227,103134,33791,102944,550632,573849,49005,25787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5939,-1612,-2380,-259,-3987,2548,-2858,2038,2684,316,-1154,-5414,-4596,-5667,-1343,-272,100.0,3.3,8.9,15.0,33.6,9.4,19.9,11.1,9.9,17.2,5.6,17.2,91.8,95.7,8.2,4.3,100.0,3.3,8.9,15.0,33.6,9.4,19.9,11.1,9.9,17.2,5.6,17.2,91.8,95.7,8.2,4.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323,21,24,35,82,36,59,288,213,323,21,24,35,82,36,59,288,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6,27.9,26.3,45.3,11.7,23.3,19.0,35.7,16.6,27.9,26.3,45.3,11.7,23.3,19.0,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,15,20,101,34,72,15,20,101,34,72
230214088691C,GOLD - COMMODITY EXCHANGE INC.,2023-02-14T00:00:00.000,2023 Report Week 07,GOLD,088691,CMX ,NYC,088 ,GOLD,605576,21696,55888,90148,205471,53627,122037,64684,56543,102818,34945,108358,555227,579516,50348,26059,605576,21696,55888,90148,205471,53627,122037,64684,56543,102818,34945,108358,555227,579516,50348,26059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15033,-3632,-5262,2014,-19537,3112,-11317,10169,-1305,-3046,-1724,1552,-12622,-12995,-2411,-2038,100.0,3.6,9.2,14.9,33.9,8.9,20.2,10.7,9.3,17.0,5.8,17.9,91.7,95.7,8.3,4.3,100.0,3.6,9.2,14.9,33.9,8.9,20.2,10.7,9.3,17.0,5.8,17.9,91.7,95.7,8.3,4.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329,20,24,35,89,36,65,295,215,329,20,24,35,89,36,65,295,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1,27.7,26.5,45.4,11.6,22.8,18.7,35.3,17.1,27.7,26.5,45.4,11.6,22.8,18.7,35.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,14,20,96,37,70,14,20,96,37,70
230207088691C,GOLD - COMMODITY EXCHANGE INC.,2023-02-07T00:00:00.000,2023 Report Week 06,GOLD,088691,CMX ,NYC,088 ,GOLD,620608,25328,61150,88134,225007,50515,133354,54515,57848,105864,36669,106806,567849,592511,52759,28097,620608,25328,61150,88134,225007,50515,133354,54515,57848,105864,36669,106806,567849,592511,52759,28097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41334,-1498,-8424,4480,-25670,-2895,-28318,4383,-4348,-11072,-2273,-1105,-44756,-40333,3422,-1000,100.0,4.1,9.9,14.2,36.3,8.1,21.5,8.8,9.3,17.1,5.9,17.2,91.5,95.5,8.5,4.5,100.0,4.1,9.9,14.2,36.3,8.1,21.5,8.8,9.3,17.1,5.9,17.2,91.5,95.5,8.5,4.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324,20,24,37,78,44,65,293,212,324,20,24,37,78,44,65,293,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9,27.8,26.2,45.3,11.6,22.8,18.7,35.5,16.9,27.8,26.2,45.3,11.6,22.8,18.7,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,15,21,102,26,68,15,21,102,26,68
230131088691C,GOLD - COMMODITY EXCHANGE INC.,2023-01-31T00:00:00.000,2023 Report Week 05,GOLD,088691,CMX ,NYC,088 ,GOLD,661942,26826,69574,83654,250678,53411,161672,50132,62197,116936,38942,107911,612605,632844,49336,29098,661942,26826,69574,83654,250678,53411,161672,50132,62197,116936,38942,107911,612605,632844,49336,29098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71526,-1689,-3001,-1798,3269,-22136,4309,-600,-16852,-1842,-2605,-27457,-67466,-69382,-4061,-2144,100.0,4.1,10.5,12.6,37.9,8.1,24.4,7.6,9.4,17.7,5.9,16.3,92.5,95.6,7.5,4.4,100.0,4.1,10.5,12.6,37.9,8.1,24.4,7.6,9.4,17.7,5.9,16.3,92.5,95.6,7.5,4.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333,24,29,36,84,41,63,295,210,333,24,29,36,84,41,63,295,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2,27.1,26.7,44.5,12.1,22.0,19.3,34.6,18.2,27.1,26.7,44.5,12.1,22.0,19.3,34.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,17,16,104,27,60,17,16,104,27,60
230124088691C,GOLD - COMMODITY EXCHANGE INC.,2023-01-24T00:00:00.000,2023 Report Week 04,GOLD,088691,CMX ,NYC,088 ,GOLD,733468,28515,72575,85452,247408,75546,157363,50732,79049,118778,41547,135368,680071,702226,53397,31242,733468,28515,72575,85452,247408,75546,157363,50732,79049,118778,41547,135368,680071,702226,53397,31242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27800,811,-2028,556,10465,9715,11776,-1497,-5746,-1150,5056,12014,27975,27979,-175,-178,100.0,3.9,9.9,11.7,33.7,10.3,21.5,6.9,10.8,16.2,5.7,18.5,92.7,95.7,7.3,4.3,100.0,3.9,9.9,11.7,33.7,10.3,21.5,6.9,10.8,16.2,5.7,18.5,92.7,95.7,7.3,4.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341,21,30,36,88,52,70,304,221,341,21,30,36,88,52,70,304,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,25.1,26.0,42.2,11.2,20.0,17.5,31.4,17.3,25.1,26.0,42.2,11.2,20.0,17.5,31.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,17,15,104,24,65,17,15,104,24,65
230124088695C,MICRO GOLD - COMMODITY EXCHANGE INC.,2023-01-24T00:00:00.000,2023 Report Week 04,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,31036,0,0,0,0,0,1328,0,0,10823,4275,6956,19107,11231,11929,19805,31036,0,0,0,0,0,1328,0,0,10823,4275,6956,19107,11231,11929,19805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,34.9,13.8,22.4,61.6,36.2,38.4,63.8,100.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,34.9,13.8,22.4,61.6,36.2,38.4,63.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,0,0,12,7,8,15,14,21,0,0,0,12,7,8,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.6,21.3,52.4,29.8,30.0,11.9,36.5,13.8,38.6,21.3,52.4,29.8,30.0,11.9,36.5,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,0,0,,0,0,0,0,,0,0
